seller_id,total_sales,total_orders,delivery_time_avg,avg_rating,customer_satisfaction_score
7ad41305e96a6cab8294cd65891e9a86,180.0,2,11.66113425925926,5.0,1.0
c731d18cea9bf687ffee82a241c25b11,3525.0,23,7.3914893518518525,3.96,0.74
9558aa23f77a9e0a0eca83540999f43b,125.7,2,16.38059999558856,3.0,0.5
2bdb95a56a36ebbc6640337ac5eac174,89.9,1,5.851944444444444,5.0,1.0
7fdb0720c8d7c9075538b365dc8c3a22,1804.0,9,17.469016203703703,2.4,0.35
42d4b7e70819438f5ada61c965e92d7e,49.6,1,21.939131944444444,1.0,0.0
1dfe5347016252a7884b694d4f10f5c4,1632.5,20,19.4560385505698,3.1923076923076925,0.5480769230769231
87b740daf17b5d1be335a64164ec6842,14699.87,13,18.299309068681602,3.3076923076923075,0.5769230769230769
ed9eef5be0992d413d251fadba1a410d,314.3,2,9.686430224867724,4.428571428571429,0.8571428571428572
22c32ec35d0116ef02c281798a25bf8b,119.58,4,9.717814429012346,3.5,0.625
0ff83046c3fa22efee8ecf291888b191,768.9000000000001,10,12.322455808080809,4.818181818181818,0.9545454545454546
30a2f535bb48308f991d0b9ad4a8c4bb,4781.2,71,8.357909695917508,4.261363636363637,0.8153409090909092
4978a02ea9c8be7a9b5480680f40334e,2356.61,18,5.341156189083821,3.5789473684210527,0.6447368421052632
6c7d50c24b3ccd2fd83b44d8bb34e073,8555.74,113,12.365761069501398,4.3858267716535435,0.8464566929133859
1588ac4010787100dddef64568f0ae35,599.97,3,19.871010802469137,3.0,0.5
7722b1df1b0e383e000397b2c11e3e19,7067.1900000000005,133,8.634931807087364,4.222222222222222,0.8055555555555556
a7a9b880c49781da66651ccf4ba9ac38,307.6,3,9.169887152777777,3.75,0.6875
5a425cc503b39b262a847fd6212bf53b,1265.69,14,6.52386538612612,4.214285714285714,0.8035714285714286
a1bea7061f61f6fdd9a85a6325ba1033,810.95,9,4.491721965020576,4.444444444444445,0.8611111111111112
dd7ddc04e1b6c2c614352b383efe2d36,9033.71,120,14.86942129907572,3.7588652482269502,0.6897163120567376
cfb1a033743668a192316f3c6d1d2671,12850.84,144,11.943281390336404,3.9510869565217392,0.7377717391304348
23613d49c3ac2bd302259e55c06c050c,4162.2,68,14.099892309089151,3.6666666666666665,0.6666666666666666
59b22a78efb79a4797979612b885db36,26985.5,124,12.541033950617283,3.9696969696969697,0.7424242424242424
f8f35af4634605e6693c17cc3ffff5a8,90.0,1,10.140243055555555,5.0,1.0
b0f2a6122a90a93eb03e68653dd960e3,1620.3,6,8.20083167989418,4.857142857142857,0.9642857142857142
883dd81e82754ac2c65e9790a7db8c9a,319.5,5,7.172194444444445,4.4,0.8500000000000001
65c255b299faf2d12050937cc219c46c,88.2,2,7.089606481481482,4.5,0.875
535bf14f36346c7f59d87cece104d70c,50.0,1,4.217708333333333,4.0,0.75
8cbac7e12637ed9cffa18c7875207478,2990.98,67,13.568430891011356,4.146341463414634,0.7865853658536586
0af2ab31141893d26aca5a404a537dab,59.0,1,5.809513888888889,5.0,1.0
730937bf88cb151eb2eb849f642fc213,2821.2,22,7.1314743589743586,4.423076923076923,0.8557692307692308
eb3071b9f0b0ddaa2df5ea130f09f26b,6230.0,9,8.61685500841751,4.636363636363637,0.9090909090909092
33ab10be054370c254ddfcf0a6253422,213.2,4,5.813640046296296,5.0,1.0
18e694e0e48ed6f7aa3f24aade5fd697,701.54,31,6.078709490740741,4.676470588235294,0.9191176470588236
bba74270a87732727b5a3b4fd9ac1c39,6001.59,36,9.359574209360236,3.8048780487804876,0.7012195121951219
1992f8fb6b19fcccd97ca819811e7267,28.8,1,11.890135176362303,1.0,0.0
bb7a14e229b1c95156719c3d9552eeee,3190.1,11,11.720700420073342,4.181818181818182,0.7954545454545454
7fe21dd00d2f4943ae09525efa2fd674,299.6,4,14.18163261635818,3.0,0.5
a61cc04793308395a840807104365121,14.63,1,8.368773148148149,5.0,1.0
160e4f13fd3a64b1b86807be88b5ffb0,886.0,4,14.298266782407408,4.25,0.8125
81ed90f07c0bacb7594940ba2ef676aa,223.9,2,16.095561342592593,4.5,0.875
e46bc031f2c5bae4ccb40bb90712e9b4,277.3,1,15.164485070574665,1.0,0.0
73a63f72308aa20a46f4b1632018f196,9439.95,27,12.11781241901873,4.076923076923077,0.7692307692307692
ff82e8873fba613f2261a9acc896fd84,124.6,4,9.54111400462963,3.5,0.625
164a5a8794e6d42e14f55e447b12a3bc,73.99,1,13.407523148148147,5.0,1.0
87b4428a334b8f676fd9a7f3bf544fb5,29.99,1,6.9279166666666665,5.0,1.0
63a79f5a7eb5cb48a7e5787b141c7993,815.1,11,6.365419823232323,4.545454545454546,0.8863636363636365
83deb69e889cf80f82be1dc6d5f2d486,5363.01,40,15.740614803791887,4.357142857142857,0.8392857142857142
198c7ea11960a9844b544d9bcdca860c,1733.75,25,14.513364814814816,3.88,0.72
49e7217cfe4e427191c378ec626d8737,3002.7,13,16.12566648200831,3.9285714285714284,0.7321428571428571
666658b8da8370f30e1f89893b1de5e6,298.0,1,12.557195361547489,5.0,1.0
f435898e493ba0356019a0b1cb8b55b1,649.76,10,10.680035686728395,4.333333333333333,0.8333333333333333
