customer_id,total_orders,total_items,total_spent,avg_order_value,total_categories,top_category,avg_review_score,total_reviews,behavior_profile
b441a818126f1e5aacfcc95a690be79b,1,1,89.9,89.9,1,brinquedos,1.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""brinquedos"": 1}}"
2cc0514f5b758396c8e4f946aee21dca,1,1,59.9,59.9,1,utilidades_domesticas,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""utilidades_domesticas"": 1}}"
3c5aa91b09e66fd7095a2bfd7a3181f5,1,1,19.99,19.99,1,perfumaria,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""perfumaria"": 1}}"
c5982a46e1e7c7ae0cf888263ffbdd4f,1,1,38.9,38.9,1,informatica_acessorios,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""informatica_acessorios"": 1}}"
87442b1b8fd9700b14b81ce9c3bcadbb,1,1,62.5,62.5,1,utilidades_domesticas,4.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""utilidades_domesticas"": 1}}"
9408e45694a5a6097fadf09ebdc5e4bf,1,1,259.9,259.9,1,malas_acessorios,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""malas_acessorios"": 1}}"
d828aa60b62d1ef598c2f7c75e7dfe0b,1,1,75.0,75.0,1,moveis_decoracao,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""moveis_decoracao"": 1}}"
ec65a85f4c557054399874fb69983469,1,1,29.99,29.99,1,moveis_decoracao,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""moveis_decoracao"": 1}}"
3b4f7be4dafb7e86ff361b032f410ac0,1,1,79.9,79.9,1,utilidades_domesticas,1.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""utilidades_domesticas"": 1}}"
83da75c215f198d2463e10f0fa9a56e6,1,1,239.9,239.9,1,relogios_presentes,5.0,1.0,"{""purchase_frequency"": 1.0, ""total_categories"": 1, ""preferred_categories"": {""relogios_presentes"": 1}}"
