customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
a6a945490e87ec92deae6659a4ebc73b,3373bf580dad176f0d3348318679804b,36900,manhuacu,MG
11939d73fbc698c56a82e59a34e2bc77,08ca5b5b0252552bc1dafff22ad81ad8,05440,sao paulo,SP
b57df61302e6f76163a0b5950d49793d,7dc55fee6537505b6303ba7419d43340,92330,canoas,RS
b88ecfa0e624d3175e5ddd104af149d0,b8a871c20119098879d1138ab15f9de2,24460,sao goncalo,RJ
fb84af4d0c2aea5932979dd784b1779d,69367a6967dd99df9b3719702f9eda2d,29102,vila velha,ES
2360d17aa765e5e8b9e683dbd1f4ef89,6f15aaa0c60624c29603fc02fe85c474,06807,embu das artes,SP
ab74ad955374d980490e785a2f1e5f9e,b7141964138c7784a87bcd0e70dd3ae0,14835,motuca,SP
cc04d2febd5b4eda43af1972a4130cfd,b4edbfb212deb91db2da3924b40b70e9,12286,cacapava,SP
0c137d76fe12fdf5abcbefed887f2b95,7e75aeef30d7e9d4ac860fcc8eaa8812,11520,cubatao,SP
835aa892fe91f66be24db3a0c91208e6,264f4cb827da92a17f8296f54595aecf,20530,rio de janeiro,RJ
c70629e28f9196e2b7b939613b1279f7,e568685b57089a4602f3a470c799b782,14020,ribeirao preto,SP
7a85b2dba26b2d96a81bb3f4bc3dca5f,d999af8bbdeb926af7c015214e35cf5f,36033,juiz de fora,MG
e84ae3177de985c590e3e9d364f7acaa,20cddbe74c983ad5ffa0f01d5f8a150d,01451,sao paulo,SP
0f43bf2b2c2c726f9af8eb75d0774fcc,78444f8aaffc4cb5acd57733fe5dc3eb,29148,cariacica,ES
533fb5085c7f25a1b96339a5ab46a324,460b5dc811f416128a82e4c0245329aa,88380,balneario picarras,SC
5d029f6ceaad42b4a10bc7e14f37e8f8,3fe9c4f303300029e31d5f92d8228075,04941,sao paulo,SP
2fb24078c13d0689c1a6812d0e36295c,2051da8c86950104ad66748a1024abb8,03579,sao paulo,SP
8b2abe6f49370b6d136af8e75cefd25f,c48642668651e99d483e1c90f9744437,03147,sao paulo,SP
1e28f4546fdd6cdc075fd5700552404b,7f0c0fa2f91258466e38fab9dc373a7d,13274,valinhos,SP
d43a4a97de399626a8a6d2a05c95a185,37f87e0ab65c1507e9479d86e2ff149e,13218,jundiai,SP
59543fe66c27b7ef5544499592f5d133,c2c1446df627971eb0cc822dbb2a334e,04617,sao paulo,SP
e4c5a9dddf667522845dbcb2312c40c7,2d0087f0c1347971d3d16c9aca21d9dc,09550,sao caetano do sul,SP
054436f8b0565d7b5c66e9066b564393,5640efe2c740310ef4f4a391664568e8,36050,juiz de fora,MG
5553c68b594f5e4c3ccb4b21be5805e2,b7d4cab5dd11b238da97b01eaf657293,06020,osasco,SP
11cee4c2667ae8b6af758fee17b3d3b3,1d89113a415200aa6a58307f68fcc2b8,22030,rio de janeiro,RJ
15220c6163daf6422c2afa69504e75b3,d9130f3728c3db4c5d4678555fd2814d,75870,cachoeira alta,GO
c4e81ec2531f2ee6fb47346b9f7326bc,5b0f12d8d5ec19486e61a20d96582044,90130,porto alegre,RS
4eee666d81e4820818ac51c38b46da8d,98468b83f97479f4e474be5a4ad3b5b8,32241,contagem,MG
6bd3cf62d1a263cc4aa9bf23929d9bd1,5089f0a6946d4e3ddd66204b292a981b,05587,sao paulo,SP
dd940eccd485dc083b0e733b37282ea4,f24c728c9920607e93e77ec8cc6dbcb5,53900,ilha de itamaraca,PE
863aaf463c23aafb865f575f0e58432a,f155e73fecfd1791f6ca79047cfcdd56,98910,tres de maio,RS
2eba59cbdb86a8a535076c9178c8dc3f,2726e5dc94666be0b1fdf08d02eade18,05417,sao paulo,SP
4514de42f20ab295bfb4509ce083b763,570d69ff587dc3a79d90851c0bbc80a2,78300,tangara da serra,MT
90691f44f0b9da297fe03485feb295b6,e2b99cf5b4f16e1fde40dee92c1f6d15,14790,guaira,SP
cb075f8f1f97f6c54d2c2ea85336e815,3e1f86036855bfaceb850916cc097864,90035,porto alegre,RS
3fea3d755a5a58b1ee95755f4d68efd4,7feca966e6b074e970b7e29f5843ad3b,21211,rio de janeiro,RJ
742f0bc6c75e25372359345648bec725,f556521c58a5d218e0cfcf0ad17203e8,13068,campinas,SP
1027c017efceb6c66d22e9a51a2e42b6,0762d037793f0578e493822df96bf9a3,02993,sao paulo,SP
0e7c1297b25050b5f624ff53aa5e8c7e,e9c2097ee3757834faa06c6411d911cb,74210,goiania,GO
b976474d6f4f5a3c6824c538d0e82d87,b2f49051405a7487939e2f88448ce470,20270,rio de janeiro,RJ
f346b807b1661ec6ca272e79fc2efa04,ee3719b7c352b9582aae9f515946f207,35970,barao de cocais,MG
47729014fea93d77963794163d157644,29611352f130c330ea8b03e27c62d405,59507,alto do rodrigues,RN
dfa2bf31dd8d1c1a393ee8420947334d,8f710a282ee4fff06ee62707d7f18ea3,13469,americana,SP
2b615e87c2c513958bd4ad6a59bf6cc7,3574ddc59020916b72650753adab59d8,06440,barueri,SP
9133fb73714e995e2a4426ea1753c3fd,df2c418b45e7990646635bb042cb1dba,04505,sao paulo,SP
f26d58fcd47c90dcb5e0e03bd137051e,0978d7916da809d3c71e2061832c3408,29090,vitoria,ES
325d0a903a3eb65f0b0c2bb61fd4a6ec,1e81587ab2633b7b134efc91983f01bb,58675,santo andre,PB
5478040f977215fe64805033d2e8612a,7c8969c14be384aaf4b5d7dde49586d2,05411,sao paulo,SP
98d5f7bf74a11b549a56682e707663a6,715fae12e7a1ae5260380dd42b8152d3,11030,santos,SP
28fdb0f4d733ad48a41295bb90f339cf,9fa4143876580e51a6932d41442a15b8,83507,almirante tamandare,PR
73cc6855993434b678f45020e7389ff8,8f2f0917e7310a106780a8750741091c,35058,governador valadares,MG
06924cbc5d26492a79fdbadd872430ec,d13ab1b949e9fdc5768873bc77f539b2,04827,sao paulo,SP
87ee52278f49510a6573beedd409e43c,b619178eb4f697c3283943612910230a,14807,araraquara,SP
1471f2464edb13ceccc7b52cb1a9def4,7a8fb0f39f0df44f5d0b3c0d01d98d30,82510,curitiba,PR
24c94c22475a9d635eb7d012e825fe6e,3d5d038b3b4c0f9f8f9565cef084f984,28300,itaperuna,RJ
1846c723a7571d53ebefb851731bfe53,513937e9a4a66771240c41f11d217540,72425,brasilia,DF
b2e2d02679d78fa9b26ca1eddc475732,def4d4fd32998652ae25219276c81dfd,78557,sinop,MT
91693fdec54a003591f8786b71c52fec,a2cab25fa1a8a53ba04f8e7a78594b32,31742,belo horizonte,MG
625c9edc2789a4f2d40a660df7d69b5c,494f1f463bcd36a662f93567af509cbf,38600,paracatu,MG
5e96000fa278db7126735be2d3618ed9,cc6658129b907dd144c8f15765d626f9,29172,serra,ES
3267d6b8e3f2247707d8e946e1c97f97,75a6bc6fe55ddc11cf2b9fc925b84530,05038,sao paulo,SP
f02281ff50731e8a5e07bbc0a45d4912,664f84621d39978eea0931e1ccd848e2,11702,praia grande,SP
2d143929faefe132157fe22c40f72978,40d2c60699feb0f855b666366f8274ff,35650,pitangui,MG
2dc3ac5aa15ab1f73e0a967eee09c436,ba0648036da25dc217dcc634c436b614,77006,palmas,TO
1e51b91a1bb6df445cc3a0295863e235,819c6555091e32518b25fc90fee43660,69103,itacoatiara,AM
3651260dcfacc8962f8ba0a0df6000cf,300e292ab8b4f69464294badedaadffa,78320,juina,MT
8e8e5ed96858fab2b61e16d8bce29ff3,dca996b43abe5392a685a11289eb1fbd,13214,jundiai,SP
7d0d42828b50e02b5a4e2c9e95f94a4d,779f7ec7155dfd74a8425e40c4d34497,07700,caieiras,SP
759493fb6369860c506ab5adf25eb6c1,7ef422c83c171ec4a12abee4354d77ae,04473,sao paulo,SP
73c121764153e39fc008cef5ded904b2,f19d8c5bd5205e632cba7fa3c61f0674,46400,caetite,BA
f1e78d2897482442795269df65b50a47,4decb8ffe8615df98bfbd2c8e105562d,05716,sao paulo,SP
ec8b4c21b7b12f71327c523fd81cba91,7cc03c08d005325866a066545987dbfe,29144,cariacica,ES
5d91eab7464c2c96d03a84c5e5377953,13e70df559f696f7207a7aca68585da5,18720,paranapanema,SP
52003bd1d28ef8b5dcbc44f335efd98d,769c31b58146e21b6142ba3f6f1fbb43,22291,rio de janeiro,RJ
ab66e397db1b48e3bde13be7bc47aaf2,ba87a137c5191264841e0be40e53f4ed,37800,guaxupe,MG
37751e1671512ad89943d1615b563b1d,7dcb5dc118b501f403aceeb6d438f33f,28908,cabo frio,RJ
98e1da5ee50d168187c0a16835e7018e,ce5fb61e49ed31d6f92a1b96556280a0,06654,itapevi,SP
d5ef4d5c3a1c273a23a77f366fae4ec5,dd6cd377eeb9f4b456733ea3c0862627,30330,belo horizonte,MG
7a568d5e56f817ae8835e7d92008691e,33721607194e11aaf624612ea34d4003,85045,guarapuava,PR
dd4bd98af49ad053c0f4dc6107234217,a267191e13807d158926cae6307fa9df,30882,belo horizonte,MG
4d0d910846be03dfe13c2f94c85554c1,47ec51936c9435bb3873b99f67ba3694,24330,niteroi,RJ
3c04c0de489eb51603854b55d0e60264,137ac5644e60c4d1d2b6ba211c793050,30270,belo horizonte,MG
e50d75982d1fb2793e4f64c3dad738e7,44e672b6b024306dcda61f892b3236d3,09820,sao bernardo do campo,SP
1d9d8fdfda9ee5c0fbbc6b93e2ceca65,cb382a3e0fbce8a1d31e86f807314dc8,04738,sao paulo,SP
c3a0ef89d5928df649654012c9516158,69fefc3f10a66ba572117dfbdc3528ed,08210,sao paulo,SP
44a201b41213d0cb2bfbafe2f17fd3d0,11456834db38d2d260cef5a6ab44a592,74476,goiania,GO
11a225639ccafce290d9c3dad59e3e62,22a0bd78d86d3837364f703ade4a9841,91900,porto alegre,RS
580d00c08e142c3ab462caed4eb94d78,1600d3c2e067a36e34255f8457ed2eab,64057,teresina,PI
aeb21ed20c0292f90900c640ab96970c,ba1cd0c6516d965b969b4ebe8761b267,03264,sao paulo,SP
cebcee337e680ca4f24cf642a91e18f2,17f9bdfa6d9c67c437cb44eb4b28e50c,75980,parauna,GO
9b75d329d5d07427875e8443ce939770,02fbe4db886eb98774c8ba300d39fa79,95020,caxias do sul,RS
0229d7450ba7ceb9aee1e3fcc74f7dee,b9128514e102f40787b83ba482a44fae,14801,araraquara,SP
e92f244376eed380877c6aab4cc5b0e0,b7da7bdff09f837a08f65759f068f5ce,93125,sao leopoldo,RS
948f067df4cf5b2c51054d8a7603aaca,74b8735c819aa3ddb7d86d0ea39efe51,87020,maringa,PR
f4899cf83f81912a76a040f92699dcd8,a96a652a1d05d320651910a9dd0c3d6a,22745,rio de janeiro,RJ
07575be5de5f9f414f6b35ea2dbed840,9c53b3867ccc7986462a1998ef5e595d,92990,eldorado do sul,RS
55836520f2093cbfbbcc28fa0de53223,1cc71a6cc6fa66799da6f4ef12d23574,08280,sao paulo,SP
722dd6e14d2f43121531d24edae4e1e7,98f8611de8d2946b6992c022899bcbbe,04087,sao paulo,SP
050847efd8d1bf6c54662d9fe2fae0c8,ae81f7525461d59870e615dcecd126b7,09920,diadema,SP
637add33cc02415a6567d6b134828754,8331d73eb4989100a9a2dfa095dceaa7,48790,tucano,BA
819de07331adbd18c444712e08d51dc3,4779a145687aab950980bf8f709c3136,16200,birigui,SP
11e9bbf2b2029587516b04cafb81a3fc,d28cfb8bdbd4af22381e7e30a11da106,35650,pitangui,MG
aa12606424f4f403f0888463eac51a04,6e6aa6f3b81188e04c900de2e6a5007d,29065,vitoria,ES
b1a4f6469e0fddafd5397c86f8321874,de7358726d7a1d543845be84129b9afb,17209,jau,SP
d20bb6bc2efe556cf5222d6b177cbbb4,76b45ab62a0c9c730d33b84745c3e875,21535,rio de janeiro,RJ
2136055ed9bb96ae2c2a47e727f791ae,fdb1f3e0dd15b657acc64314ce89688f,37701,pocos de caldas,MG
ef3fe54b959da86961c5301a33cee529,5287bb98e3da27fddfa3c3b13993f04f,27925,macae,RJ
953cdb429e5304d15cc7813dc28a24b7,f267066511ae5e1555b3c2dcd9f44fbe,15030,sao jose do rio preto,SP
0ef4273145d74465c180b6a9fbb9799b,025cf7c2f32536f0be1ab412bb6602d2,88845,cocal do sul,SC
c182ffa2bb223d4392ff6eac8d57f619,140d464b3a7a905c56f07058eecf224b,17208,jau,SP
007612fef51262f4762d32add5d128cc,2f53681bf01c5cff02bada5809fe302e,03611,sao paulo,SP
7179ad6de5e40459dd6d155a79e0a8b8,7fde21d6df63db6bdf76044b11ea1a79,02809,sao paulo,SP
7ca182b6bf8a5f9ce44aee2e3212edc4,d9cd2ba0086405f128681d89d0646505,95098,caxias do sul,RS
a245c1a62012e749291b8bdc54db0569,1c3710b8934ff9df4ad9ab20dfab48f0,24020,niteroi,RJ
f8387978c63e1ebeb45d5f85d16249ae,8816ea7c1592bcab312eae9352996067,38060,uberaba,MG
7fe9ea575758e6ab4e34b67eb1015c48,e35c63c8d0151482f0b9d4743c678aa9,13481,limeira,SP
c238a7a6b8fc156a606a9577031bfa43,bd058b8c5379020eb275cdb503088d9e,59066,natal,RN
815cfb5bd9e0d9b868ebbcce131b6b91,ccbc6c976f6dcb5a0b2709ce76979c2e,29950,jaguare,ES
5771758fad047028c6b772fe0adffced,5edef036518282b6628d79eaba98b95c,05267,sao paulo,SP
b328279d965c11a7e9d8505474b9d845,7670b105aadd27b0e6ed4fcd7a57fabc,62930,limoeiro do norte,CE
933bab0e42c2ca412e361796ba65cd24,e65b4a5d7c76e1b12a15801bab3a6576,01222,sao paulo,SP
30f9adf897b5a65c80f9a9fb5bd03234,5dbcb21f1c87086be75be5245226e4ab,05410,sao paulo,SP
13de063b98a2469df1e3e21b5dea0a7a,06c5db39fbbb2349c91208f215c0fc5b,22251,rio de janeiro,RJ
098bf3f2bb9f2bcea54e27d17f29c000,f8142cc469273a98f4e54e315b20ce67,08577,itaquaquecetuba,SP
650f3b6c42fb8a34e34421a58e0f4219,1471f06ff773d456b05502416dd0b583,15385,ilha solteira,SP
0b3a8bc8ff126326a4c6bbc3a6cd8589,77ad9224083ef77343443cf772b6a872,02309,sao paulo,SP
618f5049ac85aff4279509a3154eee38,77869cd71313b554191ad7f7df10231d,14680,jardinopolis,SP
8983e99a8423de59026ef4f955f418ef,9678da93a39d76ec957f277445cf3bfa,09635,sao bernardo do campo,SP
f4e4f02c3647142fb9d59c3871691656,6aa14366984bcc5f1ea760928283d451,16300,penapolis,SP
8cc82cbc81afbff3870cb9c691ef8a46,85c59586a578a6fd26e78bdd897e37dd,11722,praia grande,SP
6587753525bbc2a29ea190c160d0edc9,d8a968bb7064b44f3d61d6eff4832764,81910,curitiba,PR
e706aa7bdd060ec98070629c83fe6817,0c9abfaffa0ae7587cebfdf0d680e3b7,95900,lajeado,RS
9a13b7fa2df5ec634cb5976199715799,1d52984a4abce39e4c2e04426de82f4f,13060,campinas,SP
439adb41e2c206f3f1a7825ce4708083,350879f9e91bfdd2f0ce335234c07cf6,50910,recife,PE
c7ddfdbcbdfbbbd617f4001c7fc222ec,42e566f7eb7e1bacd7e0eecccb4bebb3,12620,piquete,SP
5b6645d1e59d1b4b58b20406885cc136,ec5bf9ab2c731eb71930aeb2f7e547e7,56912,serra talhada,PE
2cf9e0cdf87e31f8f72fdf33448e3453,ac541f60932b50a24e98fd4088c4d4df,71735,brasilia,DF
f518bb43f82f8252efc3548d4a948581,0eb12c9b8cf4ed16ca5dd595f979eb4c,37800,guaxupe,MG
5894393ffe7a7ef175d8da5852e807a4,b507e4aca8c030b247cebc90574ea6b2,76808,porto velho,RO
ee8e1d37f563ecc11cc4dcb4dfd794c2,5cbf29b2dcf212a6a5d864b887238c72,04842,sao paulo,SP
7b433ce132416a12007e29dcb1a01ce9,b0d033df9e6ba67e76b3cd09ea92d506,04649,sao paulo,SP
3782f56019b01ac198bf586c13dc039f,ef5b139f9a52a8caf6c3bac2bb5db2c5,45810,porto seguro,BA
7ea449aa8a4045d570e2d0cb6473fa47,ec32972bf30cbf84fbdee29e77df0069,30330,belo horizonte,MG
0c376c9c15aca35371617c653ede046d,d47e6c5305cc5d8d676aea5d91711095,28897,rio das ostras,RJ
38623e7d6365bafc3b3bacd7d64ffda1,8f91ed4e9b53da730f301ccff96a97e5,35661,para de minas,MG
73f0a3cab227be05527630b0172f3a27,e12f7f1e96f1f9f6361572028a1fad5a,21350,rio de janeiro,RJ
f1d21698569ab0dc563fcebb25491855,a78a4ad13c69eed63a40707caaf80337,61933,maracanau,CE
10baf140b1aeb0502d2353e144d75548,4c1baee2c59853aa0a74790b8cbbeef5,22725,rio de janeiro,RJ
e3866f2f23d3f1f9c3e11b31191be3aa,d08c19f878946583ed2a024fa8fc7a0c,55813,carpina,PE
e1e145e1a407187a0057f9008aad829f,0da0ebb4d9cbedf6d64c7c6f5df15db5,54762,camaragibe,PE
da455231ebafab9b01c0c28d3d637a97,dcb9aa0a57b904429fc5d353ca54e6b8,12216,sao jose dos campos,SP
d04b1ea9de553c20d8315f98cf8289a2,d3beb4deb410a98b8f5406a88aa1ad94,13206,jundiai,SP
0982ebe8a8eaa4ad02c7ee5351aa224c,75435e3ae5631d737fff0c3fc8083f04,99890,maximiliano de almeida,RS
24581467d0bfc119d33575ece54987b2,6629514c79eec8eab37b50223c771c7e,05782,sao paulo,SP
cf77d6dc60f91af4ae0c4a5e76f57713,7ab70dec691e6ced0e10140d4668ab00,65081,sao luis,MA
ee21cabc2fbf0d2b8f7d85d7312302fd,11ebea68a1046fa3268cb278df2c4f31,29042,vitoria,ES
35eb4fe5d37565a2e1215d70278eeb12,4a2716ea53ff53d3e0509e0195841089,37690,sapucaimirim,MG
351ac62584c46e642f67aacd3db5836c,bdfa846c910bdc6b8fe24134affbafec,88840,urussanga,SC
6c1595b2f1b1609773c6f8b81031c1e8,2174119e9583d406cfc2757aeafbd141,84178,castro,PR
223f7c012cd83b966c33b46e5d456508,ce1ec44632999e8b0a3c638c822ac2e2,11346,sao vicente,SP
c0971253b7225c85c559bfa40dae5303,bbfdfbd3af995f06a0da9d30e99fae15,05005,sao paulo,SP
ebe05f984c0130e49c774ce2c9688835,81133c6f891edaf2cd1193b262ab2ba7,09403,ribeirao pires,SP
ecbc1f93ebdd2a1623844a2a7a636204,b3d15accdb7c9a9500e2ce40adcaf4bb,08750,mogi das cruzes,SP
eb99a8170945eb338e6511d467d5694f,0d928c9cc70678c298748afa20bd706a,30150,belo horizonte,MG
669b9d9f9e23da3c907a978d2fffb36d,6c095e4355f6b521dbcea4bdce2d9913,24431,sao goncalo,RJ
966ae20cf540b0d81b6d50024b543256,76a0491dd70c125840fa259f00dfc351,78580,alta floresta,MT
47b1ec72240dcd0dddd0827b10435424,6f4a28a4a2e38d88403325ffd99ac22d,89600,joacaba,SC
fe1c4e7260a6939cdfa7bf4c5371ea4d,5d2199b8c1d82768e7fad70f5f8730fc,85415,cafelandia,PR
f37c2634dfc8ac0ce3475d3cfc665b43,26cbea974bc958bc0192ab80777f3a06,72260,brasilia,DF
c3f85df1dee609015937d3d4807549cb,3351efeee1597277261b8e8b14afae7b,06709,cotia,SP
9bee3266e0057fddc13b5e3e791bd52a,df17638af8b9944c3341af114de24226,78099,cuiaba,MT
5117ee6a8d286f41cebb2d0ba52f8de7,26d64bc1c84d1bea013abec8ce481299,31910,belo horizonte,MG
3e7f4132736787e21b8acecff2e7421d,6c0e6ce5291a3b16d57fcbce64f2aaf7,04135,sao paulo,SP
44d1e5be01114b520202814589267106,181943d611ace1afd289de482ba7844f,83501,almirante tamandare,PR
0cd75fa65bd3e702e9c0ed57e9569c67,acd8f6063338b4b3a4f8be045c8e1695,03576,sao paulo,SP
bc957b02880a599d6ac599b4d2a4bfde,b3dbff0a3bad07d6203e80ead5de3b4e,14660,sales oliveira,SP
a684554378131af35310b25179278c1c,8a7ca7c42a01da47e01b72adf08354e9,32285,contagem,MG
7994fb833e6c8f40ad229e30fba8ad46,0a8b3d8908fd5d89afd05e074977a476,38742,patrocinio,MG
ed8281fe17bd28cb00b79f98fba9c537,165fa6c178075605309f0f6a46ee6e04,29107,vila velha,ES
2212507bd8c4ceb9bbc149e4ad1b66d2,a69bb540f6071238ab453eefa0bde4e2,07132,guarulhos,SP
d53f6de0d9148c8a17dbb4a993494f66,31d5f22b3788dee2a6d03c13e90e0c69,09920,diadema,SP
02f5bb96a7c684c31294d541b6723828,cf721437ee1130e5bf25d1ab37f01d85,36020,juiz de fora,MG
87cd951a01b0aae445cff97f27028d0e,d5ee3fa35f5fa7dd0f49af020781aded,83326,pinhais,PR
e84638449e86bc37c2f4cabcafa62155,4e4d5ef3efa01a7c611eec17836e34de,38300,ituiutaba,MG
2d91a3bbd8ccc17c9b5ef5758f2b5fe2,2c88ae9990320d917845ad5ac1b38b41,87209,cianorte,PR
cf44ca21d8f8a3e409debd1977048d05,b7502c7f8ae0866663b1cb36ca29ff07,62800,aracati,CE
8603ee4e79703356c59ceb07a2deb05a,52520bd0e61f8dd00a8e3ebc59fd5b0d,64965,avelino lopes,PI
a17c332f183bf79f07c8df13174259c9,cfa354e3a62c39f23bb751dd7685a432,23052,rio de janeiro,RJ
4e7afdb91c131ae7ab4b3e2f423ed6fa,a04529eb06ba6ed6dfb3a37d28cab6fa,32143,contagem,MG
ad812ff30018174233b1f32d8f12349a,a0e913a3db2eee9d3dde90b2807fcaf8,39755,materlandia,MG
a74b3f14183cc1bcbcad43ae2dc89bd2,ddad92b8c1d2070b274687572e5f013b,13806,mogi mirim,SP
3d9511a1f386dd62e326b7bee5b1066e,07c8fde388fee352835f27b3ef13ff12,05403,sao paulo,SP
5f58fd39aec217715f74bc063695d053,8da41466c6673f9e6433645051ad4576,09520,sao caetano do sul,SP
8eff66e5b7c425dfbbe9a2cbf0f3883f,b2272a60af3b7f5afe04c6cbf1dcfb15,24710,sao goncalo,RJ
feee031667b7b1c2ccf3bcd4755b694f,a99608213523e724f7aa168995fcbd8d,98910,tres de maio,RS
e30b9a646ef5cf66d213d172db4d402f,41fcde2e5684d372a4a108af50802381,30411,belo horizonte,MG
f8bd74b797d44f6df5e6cbd4a881b02f,33169d9d412d3a3298190483cbd3fb06,40150,salvador,BA
8694fdb4ebccba5f0bac1ee90edb5bdb,0ecd3ca191dadcc6c5f04db2afa63e6f,17516,marilia,SP
a328e11781c6b668cea0a2bda09ed9d3,2a3d4df1de5c9feee497328298916d41,13175,sumare,SP
9f8c81385c543f01610b9a061dcb900e,f94e2292a0cd59da10f5641a88946f25,12501,guaratingueta,SP
c7f80405f2b5affb06a3d1024becc070,e5678ec62177f8cb1d121c02cf7aae89,14055,ribeirao preto,SP
4013377bc64e177fbd641283c8f7bbd4,544aff99ce0bffd8ea651406fbce1a41,04117,sao paulo,SP
b41ae94503388788862a0cada283994c,ab67ca10ccc2c0f7dc96c1f2fb1dad9b,07600,mairipora,SP
aa33715540792a5eaadd962b59dc2b7b,fae827c7f5444b95b0fdbcf2f271600d,13056,campinas,SP
3c4426db9150769c092488058c9c59e5,ad26a26effb13bc10ea935a97e81d23a,12441,pindamonhangaba,SP
61e4bd7aa14615235bfe015555cb2b97,ed4293eca45bded8b970b1f7271c84d4,12570,aparecida,SP
eb2e5efe8d015ff0f7cf26a838260d4c,d6414a6d6141cde0c33a3c6f340b92dc,80330,curitiba,PR
83f30778c676fe7faee499b6747e65b9,f92324565cd917c54031848184d4d835,04302,sao paulo,SP
dca999dc00cc6e462ec7aaf3e62008ad,5ebc16fa8e8f7628425904c85c99760a,36900,manhuacu,MG
1d44df4d54c74b1b8944e7c8816c1ec5,607bf4f7777e71000af8f7f5e8af7e15,22210,rio de janeiro,RJ
2b56e94c2f66f2d97cfa63356f69cee8,cc1a30280651daf2d918ed7868575771,95270,flores da cunha,RS
de9902597f3249fc6f5e21dbff52bf1c,cbb378199d53e2636dde1dc3fadddfa6,41830,salvador,BA
b0a12508c0040e8fd506583846de2f17,3053d3e616df05db30d5825ae41a6498,88307,itajai,SC
8fe941eef6875de4382210f20bea7718,b68994d00dd7bdcbb044c8a7f05110ce,09850,sao bernardo do campo,SP
3f0c4f20e1fefc38906f69768c83e2e2,07ca0d4c9fbf2c34295f350fc37cc1f0,15801,catanduva,SP
ae7adb4ab2d004278fd745bb881ad837,2e18d8181381796d850be346aac98e9b,13097,campinas,SP
96cb9c55bebdd9e62414a782dfe01fc5,2327fab9d71e77c65ed8a2bab5c2b258,69096,manaus,AM
8812b65bdb19fab647a1d84368576ddb,911d8d8b9caf08632be0ed8889151d8d,13877,sao joao da boa vista,SP
1b96b13fd6728f27f75ee65f6ec70d74,d99771b5a877f150d696b9474e4d5b36,36060,juiz de fora,MG
d260ae7739e4587ce41c98250f46ac36,a5c9660af607788526f45b6774ac2594,04940,sao paulo,SP
7930549f156eea2b01b0fc2fdd323063,dfe634d4b8e0678799178b6ec8e1b0ba,91260,porto alegre,RS
